Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
2f,11,POSTINST,3,I,B8,Postural instability,Num,1,65,65,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 2 PARKSIGN = 0 (No),,,,,
3,12,CVDSIGNS,3,I,B8,Neurological sign considered by examiner to be most likely consistent with cerebrovascular disease,Num,1,67,67,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),,,,,"If Question 3 CVDSIGNS = 0 (No), then skip to Question 4",
3a,13,CORTDEF,3,I,B8,"Cortical cognitive deficit (e.g., aphasia, apraxia, neglect)",Num,1,69,69,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3b,14,SIVDFIND,3,I,B8,Gait apraxia consistent with subcortical ischemic leukoencephalopathy,Num,1,71,71,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3c1,15,CVDMOTL,3,I,B8,"Motor (may include weakness of combination of face, arm, and leg; reflex changes, etc.) - left side",Num,1,73,73,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3c2,16,CVDMOTR,3,I,B8,"Motor (may include weakness of combination of face, arm, and leg; reflex changes, etc.) - right side",Num,1,75,75,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3d1,17,CORTVISL,3,I,B8,Cortical visual field loss - left side,Num,1,77,77,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3d2,18,CORTVISR,3,I,B8,Cortical visual field loss - right side,Num,1,79,79,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3e1,19,SOMATL,3,I,B8,Somatosensory loss - left side,Num,1,81,81,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
3e2,20,SOMATR,3,I,B8,Somatosensory loss - right side,Num,1,83,83,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 3 CVDSIGNS = 0 (No),,,,,
4,21,POSTCORT,3,I,B8,"Higher cortical visual problem suggesting posterior cortical atrophy (e.g., prosopagnosia, simultagnosia, Balint's syndrome) or apraxia of gaze",Num,1,85,85,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),,,,,,
5,22,PSPCBS,3,I,B8,"Findings suggestive of progressive supranuclear palsy (PSP), corticobasal syndrome, or other related disorders",Num,1,87,87,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),,,,,"If Question 5 PSPCBS = 0 (No), then skip to Question 6",
5a,23,EYEPSP,3,I,B8,Eye movement changes consistent with PSP,Num,1,89,89,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5b,24,DYSPSP,3,I,B8,Dysarthria consistent with PSP,Num,1,91,91,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5c,25,AXIALPSP,3,I,B8,Axial rigidity consistent with PSP,Num,1,93,93,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5d,26,GAITPSP,3,I,B8,Gait disorder consistent with PSP,Num,1,95,95,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5e,27,APRAXSP,3,I,B8,Apraxia of speech,Num,1,97,97,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5f1,28,APRAXL,3,I,B8,Apraxia - left side,Num,1,99,99,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5f2,29,APRAXR,3,I,B8,Apraxia - right side,Num,1,101,101,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5g1,30,CORTSENL,3,I,B8,Cortical sensory deficits - left side,Num,1,103,103,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5g2,31,CORTSENR,3,I,B8,Cortical sensory deficits - right side,Num,1,105,105,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5h1,32,ATAXL,3,I,B8,Ataxia - left side,Num,1,107,107,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5h2,33,ATAXR,3,I,B8,Ataxia - right side,Num,1,109,109,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5i1,34,ALIENLML,3,I,B8,Alien limb - left side,Num,1,111,111,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5i2,35,ALIENLMR,3,I,B8,Alien limb - right side,Num,1,113,113,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5j1,36,DYSTONL,3,I,B8,Dystonia - left side,Num,1,115,115,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5j2,37,DYSTONR,3,I,B8,Dystonia - right side,Num,1,117,117,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5k1,38,MYOCLLT,3,I,B8,Myoclonus consistent with CBS — left side,Num,1,119,119,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
5k2,39,MYOCLRT,3,I,B8,Myoclonus consistent with CBS — right side,Num,1,121,121,0,1,8,.,.,.,.,.,0,1,8,.,.,.,.,.,.,.,.,.,No,Yes,Not assessed,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),Blank if Question 5 PSPCBS = 0 (No),,,,,
6,40,ALSFIND,3,I,B8,"Findings suggesting ALS (e.g., muscle wasting, fasciculations, upper motor and/or lower motor neuron signs)",Num,1,123,123,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),,,,,,
7,41,GAITNPH,3,I,B8,Normal pressure hydrocephalus: Gait apraxia,Num,1,125,125,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM ne 1 (Yes),,,,,,
8,42,OTHNEUR,3,I,B8,"Other findings (e.g., cerebella ataxia, chorea, myoclonus) (NOTE: For this question, do not specify symptoms that have already been checked above.)",Num,1,127,127,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 1 NORMEXAM = 0 (No),,,,,,
8a,43,OTHNEURX,3,I,B8,Other findings (specify),Char,60,129,188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 1 NORMEXAM = 0 (No),Blank if Question 8 OTHNEUR = 0 (No),,,,,
